concept_id,concept_code,concept_name,vocabulary_id,category,variable,domain
40231394,1043575,metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40231395,1043576,metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze],RX,second_line_rx,second_line_rx,prescribing
40231402,1043583,metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40231403,1043584,metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze],RX,second_line_rx,second_line_rx,prescribing
42705988,1243826,metformin / sitagliptin Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42705992,1243839,metformin / sitagliptin Extended Release Oral Tablet [Janumet],RX,second_line_rx,second_line_rx,prescribing
42708166,1243827,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42708167,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet [Janumet],RX,second_line_rx,second_line_rx,prescribing
42708168,1243834,metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42708169,1243835,metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet [Janumet],RX,second_line_rx,second_line_rx,prescribing
42708170,1243842,24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42708171,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet],RX,second_line_rx,second_line_rx,prescribing
42708172,1243844,metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42708173,1243845,metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet],RX,second_line_rx,second_line_rx,prescribing
42708174,1243846,24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42708175,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet],RX,second_line_rx,second_line_rx,prescribing
42708176,1243849,metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42708177,1243850,metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet],RX,second_line_rx,second_line_rx,prescribing
40139098,700516,metformin / sitagliptin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40146999,757603,metformin / sitagliptin Oral Tablet [Janumet],RX,second_line_rx,second_line_rx,prescribing
40164891,861769,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164892,861771,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet],RX,second_line_rx,second_line_rx,prescribing
40164922,861819,metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164923,861821,metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet [Janumet],RX,second_line_rx,second_line_rx,prescribing
19107329,431724,12 HR metformin hydrochloride 850 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40063350,372804,metformin Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40117785,541768,metformin Extended Release Oral Tablet [Fortamet],RX,second_line_rx,second_line_rx,prescribing
40135481,647241,metformin Extended Release Oral Tablet [Glumetza],RX,second_line_rx,second_line_rx,prescribing
40153151,802051,metformin Extended Release Oral Tablet [Glucophage],RX,second_line_rx,second_line_rx,prescribing
40163922,860998,Osmotic 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet [Fortamet],RX,second_line_rx,second_line_rx,prescribing
40163923,861015,Modified 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet [Glumetza],RX,second_line_rx,second_line_rx,prescribing
40163924,860975,24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40163925,861002,Osmotic 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet [Fortamet],RX,second_line_rx,second_line_rx,prescribing
40163926,860977,24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet [Glucophage],RX,second_line_rx,second_line_rx,prescribing
40163927,861018,Modified 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet [Glumetza],RX,second_line_rx,second_line_rx,prescribing
40163928,860981,24 HR metformin hydrochloride 750 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40163929,860983,24 HR metformin hydrochloride 750 MG Extended Release Oral Tablet [Glucophage],RX,second_line_rx,second_line_rx,prescribing
40164894,860999,metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164895,861000,metformin hydrochloride 1000 MG Extended Release Oral Tablet [Fortamet],RX,second_line_rx,second_line_rx,prescribing
40164896,861016,metformin hydrochloride 1000 MG Extended Release Oral Tablet [Glumetza],RX,second_line_rx,second_line_rx,prescribing
40164925,860978,metformin hydrochloride 500 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164926,861003,metformin hydrochloride 500 MG Extended Release Oral Tablet [Fortamet],RX,second_line_rx,second_line_rx,prescribing
40164927,860979,metformin hydrochloride 500 MG Extended Release Oral Tablet [Glucophage],RX,second_line_rx,second_line_rx,prescribing
40164928,861019,metformin hydrochloride 500 MG Extended Release Oral Tablet [Glumetza],RX,second_line_rx,second_line_rx,prescribing
40164939,860984,metformin hydrochloride 750 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164940,860985,metformin hydrochloride 750 MG Extended Release Oral Tablet [Glucophage],RX,second_line_rx,second_line_rx,prescribing
40176046,977566,metformin hydrochloride 850 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40220371,1807888,Modified 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40220373,1807894,Osmotic 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40220375,1807915,Modified 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40220376,1807917,Osmotic 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37496782,2200517,metformin Extended Release Suspension,RX,second_line_rx,second_line_rx,prescribing
37496783,2200518,metformin hydrochloride 100 MG/ML Extended Release Suspension,RX,second_line_rx,second_line_rx,prescribing
37496784,2200519,metformin Extended Release Suspension [Riomet],RX,second_line_rx,second_line_rx,prescribing
37496785,2200520,metformin hydrochloride 100 MG/ML Extended Release Suspension [Riomet],RX,second_line_rx,second_line_rx,prescribing
40063352,406082,metformin Oral Solution,RX,second_line_rx,second_line_rx,prescribing
40063353,406257,metformin Oral Solution [Riomet],RX,second_line_rx,second_line_rx,prescribing
40164881,861025,metformin hydrochloride 100 MG/ML Oral Solution,RX,second_line_rx,second_line_rx,prescribing
40164882,861027,metformin hydrochloride 100 MG/ML Oral Solution [Riomet],RX,second_line_rx,second_line_rx,prescribing
19006932,105376,metformin hydrochloride 500 MG Oral Tablet [Glucamet],RX,second_line_rx,second_line_rx,prescribing
19006933,105377,metformin hydrochloride 850 MG Oral Tablet [Glucamet],RX,second_line_rx,second_line_rx,prescribing
19027257,204045,metformin hydrochloride 500 MG Oral Tablet [Orabet Metformin],RX,second_line_rx,second_line_rx,prescribing
19027259,204047,metformin hydrochloride 850 MG Oral Tablet [Orabet Metformin],RX,second_line_rx,second_line_rx,prescribing
19106521,428759,metformin 250 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19121940,583195,metformin hydrochloride 850 MG Oral Tablet [Metforming],RX,second_line_rx,second_line_rx,prescribing
40063354,372803,metformin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40063355,368526,metformin Oral Tablet [Glucamet],RX,second_line_rx,second_line_rx,prescribing
40063356,368254,metformin Oral Tablet [Glucophage],RX,second_line_rx,second_line_rx,prescribing
40063357,361841,metformin Oral Tablet [Orabet Metformin],RX,second_line_rx,second_line_rx,prescribing
40126695,583194,metformin Oral Tablet [Metforming],RX,second_line_rx,second_line_rx,prescribing
40164897,861004,metformin hydrochloride 1000 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164898,861006,metformin hydrochloride 1000 MG Oral Tablet [Glucophage],RX,second_line_rx,second_line_rx,prescribing
40164929,861007,metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164930,861008,metformin hydrochloride 500 MG Oral Tablet [Glucophage],RX,second_line_rx,second_line_rx,prescribing
40164935,861021,metformin hydrochloride 625 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164936,861023,metformin hydrochloride 625 MG Oral Tablet [Glucophage],RX,second_line_rx,second_line_rx,prescribing
40164946,861010,metformin hydrochloride 850 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164947,861012,metformin hydrochloride 850 MG Oral Tablet [Glucophage],RX,second_line_rx,second_line_rx,prescribing
1510206,213485,miglitol 25 MG Oral Tablet [Glyset],RX,second_line_rx,second_line_rx,prescribing
1510207,213486,miglitol 50 MG Oral Tablet [Glyset],RX,second_line_rx,second_line_rx,prescribing
1510208,213487,miglitol 100 MG Oral Tablet [Glyset],RX,second_line_rx,second_line_rx,prescribing
19029029,205329,miglitol 25 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19029030,205330,miglitol 50 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19029061,205331,miglitol 100 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40056705,372926,miglitol Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40056706,368246,miglitol Oral Tablet [Glyset],RX,second_line_rx,second_line_rx,prescribing
1502827,284529,nateglinide 60 MG Oral Tablet [Starlix],RX,second_line_rx,second_line_rx,prescribing
1502829,311919,nateglinide 120 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1502830,314142,nateglinide 60 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1502873,389139,nateglinide 180 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19071495,284530,nateglinide 120 MG Oral Tablet [Starlix],RX,second_line_rx,second_line_rx,prescribing
19107110,430491,nateglinide 90 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19107111,430492,nateglinide 30 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40058198,374648,nateglinide Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40058199,402944,nateglinide Oral Tablet [Starlix],RX,second_line_rx,second_line_rx,prescribing
19033910,246811,phenformin hydrochloride 50 MG Extended Release Oral Capsule,RX,second_line_rx,second_line_rx,prescribing
40134119,637735,phenformin Extended Release Oral Capsule,RX,second_line_rx,second_line_rx,prescribing
19103441,410524,phenformin 50 MG Oral Capsule,RX,second_line_rx,second_line_rx,prescribing
40069900,450554,phenformin Oral Capsule,RX,second_line_rx,second_line_rx,prescribing
19033931,246812,phenformin hydrochloride 25 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40134120,637736,phenformin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1525216,261266,pioglitazone 15 MG Oral Tablet [Actos],RX,second_line_rx,second_line_rx,prescribing
1525217,261267,pioglitazone 30 MG Oral Tablet [Actos],RX,second_line_rx,second_line_rx,prescribing
1525218,261268,pioglitazone 45 MG Oral Tablet [Actos],RX,second_line_rx,second_line_rx,prescribing
1525220,312441,pioglitazone 45 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1525221,317573,pioglitazone 15 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19079293,312440,pioglitazone 30 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40099897,374606,pioglitazone Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40099898,368230,pioglitazone Oral Tablet [Actos],RX,second_line_rx,second_line_rx,prescribing
40078056,486505,pramlintide Injectable Solution,RX,second_line_rx,second_line_rx,prescribing
40127005,582702,pramlintide Injectable Solution [Symlin],RX,second_line_rx,second_line_rx,prescribing
40165686,861039,pramlintide acetate 0.6 MG/ML Injectable Solution,RX,second_line_rx,second_line_rx,prescribing
40165687,861041,pramlintide acetate 0.6 MG/ML Injectable Solution [Symlin],RX,second_line_rx,second_line_rx,prescribing
40163889,861044,1.5 ML pramlintide acetate 1 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
40163890,861045,1.5 ML pramlintide acetate 1 MG/ML Pen Injector [Symlin],RX,second_line_rx,second_line_rx,prescribing
40163898,861042,2.7 ML pramlintide acetate 1 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
40163899,861043,2.7 ML pramlintide acetate 1 MG/ML Pen Injector [Symlin],RX,second_line_rx,second_line_rx,prescribing
42902983,1360096,pramlintide acetate 1 MG/ML Pen Injector [Symlin],RX,second_line_rx,second_line_rx,prescribing
42903071,1360184,pramlintide acetate 1 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46276271,1657563,pramlintide Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46276272,1657565,pramlintide Pen Injector [Symlin],RX,second_line_rx,second_line_rx,prescribing
1516770,213218,repaglinide 0.5 MG Oral Tablet [Prandin],RX,second_line_rx,second_line_rx,prescribing
1516771,213219,repaglinide 1 MG Oral Tablet [Prandin],RX,second_line_rx,second_line_rx,prescribing
19023424,200256,repaglinide 1 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19023425,200257,repaglinide 0.5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19023426,200258,repaglinide 2 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19047663,213220,repaglinide 2 MG Oral Tablet [Prandin],RX,second_line_rx,second_line_rx,prescribing
19054443,226911,repaglinide 0.5 MG Oral Tablet [NovoNorm],RX,second_line_rx,second_line_rx,prescribing
19054444,226912,repaglinide 1 MG Oral Tablet [NovoNorm],RX,second_line_rx,second_line_rx,prescribing
19054445,226913,repaglinide 2 MG Oral Tablet [NovoNorm],RX,second_line_rx,second_line_rx,prescribing
40098705,373759,repaglinide Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40098706,402959,repaglinide Oral Tablet [NovoNorm],RX,second_line_rx,second_line_rx,prescribing
40098707,368289,repaglinide Oral Tablet [Prandin],RX,second_line_rx,second_line_rx,prescribing
1547505,261241,rosiglitazone 2 MG Oral Tablet [Avandia],RX,second_line_rx,second_line_rx,prescribing
1547506,261242,rosiglitazone 4 MG Oral Tablet [Avandia],RX,second_line_rx,second_line_rx,prescribing
1547507,261243,rosiglitazone 8 MG Oral Tablet [Avandia],RX,second_line_rx,second_line_rx,prescribing
1547508,312859,rosiglitazone 2 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1547510,312861,rosiglitazone 8 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19079465,312860,rosiglitazone 4 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19107077,430343,rosiglitazone 1 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40099632,373801,rosiglitazone Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40099633,368234,rosiglitazone Oral Tablet [Avandia],RX,second_line_rx,second_line_rx,prescribing
40166037,858042,saxagliptin 2.5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40166038,858044,saxagliptin 2.5 MG Oral Tablet [Onglyza],RX,second_line_rx,second_line_rx,prescribing
40166041,858036,saxagliptin 5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40166042,858040,saxagliptin 5 MG Oral Tablet [Onglyza],RX,second_line_rx,second_line_rx,prescribing
40166044,858035,saxagliptin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40166045,858039,saxagliptin Oral Tablet [Onglyza],RX,second_line_rx,second_line_rx,prescribing
37496746,2200658,semaglutide 7 MG Oral Tablet [Rybelsus],RX,second_line_rx,second_line_rx,prescribing
37496831,2200643,semaglutide Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37496832,2200644,semaglutide 14 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37496835,2200647,semaglutide Oral Tablet [Rybelsus],RX,second_line_rx,second_line_rx,prescribing
37496838,2200650,semaglutide 14 MG Oral Tablet [Rybelsus],RX,second_line_rx,second_line_rx,prescribing
